frame_timestamp,game_id,level_up_type,participant_id,skill_slot,timestamp,type
780322,7494844141,NORMAL,6.0,1.0,768120,SKILL_LEVEL_UP
840348,7494844141,NORMAL,3.0,3.0,793909,SKILL_LEVEL_UP
840348,7494844141,NORMAL,8.0,4.0,821525,SKILL_LEVEL_UP
840348,7494844141,NORMAL,9.0,4.0,825643,SKILL_LEVEL_UP
900376,7494844141,NORMAL,7.0,1.0,852210,SKILL_LEVEL_UP
900376,7494844141,NORMAL,5.0,3.0,879296,SKILL_LEVEL_UP
900376,7494844141,NORMAL,2.0,1.0,879764,SKILL_LEVEL_UP
960391,7494844141,NORMAL,3.0,4.0,904284,SKILL_LEVEL_UP
960391,7494844141,NORMAL,1.0,3.0,913975,SKILL_LEVEL_UP
960391,7494844141,NORMAL,10.0,2.0,936209,SKILL_LEVEL_UP
960391,7494844141,NORMAL,9.0,2.0,937450,SKILL_LEVEL_UP
960391,7494844141,NORMAL,4.0,2.0,939989,SKILL_LEVEL_UP
960391,7494844141,NORMAL,7.0,2.0,954713,SKILL_LEVEL_UP
960391,7494844141,NORMAL,6.0,2.0,959890,SKILL_LEVEL_UP
1020409,7494844141,NORMAL,8.0,2.0,963664,SKILL_LEVEL_UP
1080412,7494844141,NORMAL,10.0,4.0,1061702,SKILL_LEVEL_UP
1080412,7494844141,NORMAL,4.0,4.0,1066422,SKILL_LEVEL_UP
1080412,7494844141,NORMAL,2.0,4.0,1066756,SKILL_LEVEL_UP
1080412,7494844141,NORMAL,3.0,3.0,1066889,SKILL_LEVEL_UP
1080412,7494844141,NORMAL,1.0,4.0,1072889,SKILL_LEVEL_UP
1080412,7494844141,NORMAL,9.0,2.0,1074192,SKILL_LEVEL_UP
1080412,7494844141,NORMAL,5.0,2.0,1080378,SKILL_LEVEL_UP
1140417,7494844141,NORMAL,8.0,2.0,1096326,SKILL_LEVEL_UP
1140417,7494844141,NORMAL,7.0,4.0,1125763,SKILL_LEVEL_UP
1200429,7494844141,NORMAL,6.0,1.0,1142020,SKILL_LEVEL_UP
1200429,7494844141,NORMAL,2.0,1.0,1175411,SKILL_LEVEL_UP
1200429,7494844141,NORMAL,9.0,3.0,1184417,SKILL_LEVEL_UP
1260462,7494844141,NORMAL,10.0,2.0,1207359,SKILL_LEVEL_UP
1260462,7494844141,NORMAL,6.0,2.0,1211702,SKILL_LEVEL_UP
1260462,7494844141,NORMAL,4.0,2.0,1225474,SKILL_LEVEL_UP
1260462,7494844141,NORMAL,5.0,3.0,1252488,SKILL_LEVEL_UP
1320470,7494844141,NORMAL,1.0,3.0,1264604,SKILL_LEVEL_UP
1320470,7494844141,NORMAL,8.0,3.0,1265840,SKILL_LEVEL_UP
1320470,7494844141,NORMAL,7.0,2.0,1272370,SKILL_LEVEL_UP
1320470,7494844141,NORMAL,3.0,3.0,1310064,SKILL_LEVEL_UP
1380471,7494844141,NORMAL,8.0,3.0,1352721,SKILL_LEVEL_UP
1380471,7494844141,NORMAL,5.0,4.0,1353155,SKILL_LEVEL_UP
1380471,7494844141,NORMAL,10.0,2.0,1355631,SKILL_LEVEL_UP
1380471,7494844141,NORMAL,2.0,1.0,1377044,SKILL_LEVEL_UP
1380471,7494844141,NORMAL,4.0,2.0,1379983,SKILL_LEVEL_UP
1440482,7494844141,NORMAL,9.0,3.0,1385782,SKILL_LEVEL_UP
1440482,7494844141,NORMAL,6.0,4.0,1420208,SKILL_LEVEL_UP
1440482,7494844141,NORMAL,1.0,3.0,1422781,SKILL_LEVEL_UP
1440482,7494844141,NORMAL,7.0,2.0,1432685,SKILL_LEVEL_UP
1440482,7494844141,NORMAL,10.0,3.0,1435839,SKILL_LEVEL_UP
1500494,7494844141,NORMAL,2.0,3.0,1445902,SKILL_LEVEL_UP
1500494,7494844141,NORMAL,6.0,2.0,1462034,SKILL_LEVEL_UP
1560520,7494844141,NORMAL,9.0,4.0,1503032,SKILL_LEVEL_UP
1560520,7494844141,NORMAL,1.0,2.0,1523683,SKILL_LEVEL_UP
1560520,7494844141,NORMAL,7.0,3.0,1526700,SKILL_LEVEL_UP
1560520,7494844141,NORMAL,4.0,3.0,1557237,SKILL_LEVEL_UP
1620528,7494844141,NORMAL,6.0,2.0,1564129,SKILL_LEVEL_UP
1620528,7494844141,NORMAL,10.0,3.0,1564563,SKILL_LEVEL_UP
1620528,7494844141,NORMAL,3.0,2.0,1565131,SKILL_LEVEL_UP
1620528,7494844141,NORMAL,8.0,4.0,1580568,SKILL_LEVEL_UP
1620528,7494844141,NORMAL,5.0,1.0,1582512,SKILL_LEVEL_UP
1620528,7494844141,NORMAL,4.0,3.0,1604344,SKILL_LEVEL_UP
1680552,7494844141,NORMAL,2.0,3.0,1634324,SKILL_LEVEL_UP
1680552,7494844141,NORMAL,1.0,2.0,1640336,SKILL_LEVEL_UP
1680552,7494844141,NORMAL,5.0,1.0,1654154,SKILL_LEVEL_UP
1680552,7494844141,NORMAL,7.0,3.0,1677479,SKILL_LEVEL_UP
1740563,7494844141,NORMAL,3.0,2.0,1698168,SKILL_LEVEL_UP
1740563,7494844141,NORMAL,10.0,4.0,1700840,SKILL_LEVEL_UP
1740563,7494844141,NORMAL,6.0,3.0,1716368,SKILL_LEVEL_UP
1800583,7494844141,NORMAL,4.0,4.0,1755238,SKILL_LEVEL_UP
1800583,7494844141,NORMAL,9.0,3.0,1756941,SKILL_LEVEL_UP
1800583,7494844141,NORMAL,8.0,3.0,1760161,SKILL_LEVEL_UP
1860603,7494844141,NORMAL,2.0,4.0,1858131,SKILL_LEVEL_UP
1920615,7494844141,NORMAL,5.0,2.0,1861874,SKILL_LEVEL_UP
1920615,7494844141,NORMAL,4.0,3.0,1870234,SKILL_LEVEL_UP
1920615,7494844141,NORMAL,1.0,4.0,1898055,SKILL_LEVEL_UP
1980632,7494844141,NORMAL,7.0,4.0,1923528,SKILL_LEVEL_UP
1980632,7494844141,NORMAL,3.0,4.0,1929173,SKILL_LEVEL_UP
2040645,7494844141,NORMAL,10.0,3.0,1989060,SKILL_LEVEL_UP
2040645,7494844141,NORMAL,8.0,3.0,2000855,SKILL_LEVEL_UP
2040645,7494844141,NORMAL,4.0,3.0,2032194,SKILL_LEVEL_UP
2040645,7494844141,NORMAL,6.0,3.0,2036670,SKILL_LEVEL_UP
2040645,7494844141,NORMAL,9.0,3.0,2039075,SKILL_LEVEL_UP
2100675,7494844141,NORMAL,7.0,3.0,2063190,SKILL_LEVEL_UP
2100675,7494844141,NORMAL,10.0,3.0,2085387,SKILL_LEVEL_UP
60032,7286919833,NORMAL,3.0,1.0,8562,SKILL_LEVEL_UP
60032,7286919833,NORMAL,2.0,1.0,9630,SKILL_LEVEL_UP
60032,7286919833,NORMAL,7.0,1.0,21889,SKILL_LEVEL_UP
60032,7286919833,NORMAL,8.0,1.0,41762,SKILL_LEVEL_UP
60032,7286919833,NORMAL,1.0,3.0,42864,SKILL_LEVEL_UP
120056,7286919833,NORMAL,5.0,1.0,66816,SKILL_LEVEL_UP
120056,7286919833,NORMAL,4.0,1.0,69188,SKILL_LEVEL_UP
120056,7286919833,NORMAL,9.0,1.0,70056,SKILL_LEVEL_UP
120056,7286919833,NORMAL,10.0,1.0,70357,SKILL_LEVEL_UP
120056,7286919833,NORMAL,2.0,3.0,106897,SKILL_LEVEL_UP
120056,7286919833,NORMAL,6.0,1.0,110471,SKILL_LEVEL_UP
120056,7286919833,NORMAL,7.0,2.0,114178,SKILL_LEVEL_UP
180107,7286919833,NORMAL,6.0,3.0,130912,SKILL_LEVEL_UP
180107,7286919833,NORMAL,8.0,2.0,131580,SKILL_LEVEL_UP
180107,7286919833,NORMAL,3.0,2.0,132214,SKILL_LEVEL_UP
180107,7286919833,NORMAL,1.0,1.0,133116,SKILL_LEVEL_UP
180107,7286919833,NORMAL,5.0,2.0,133817,SKILL_LEVEL_UP
180107,7286919833,NORMAL,4.0,2.0,137024,SKILL_LEVEL_UP
180107,7286919833,NORMAL,9.0,3.0,148714,SKILL_LEVEL_UP
180107,7286919833,NORMAL,10.0,3.0,149014,SKILL_LEVEL_UP
180107,7286919833,NORMAL,8.0,3.0,161473,SKILL_LEVEL_UP
180107,7286919833,NORMAL,3.0,3.0,162642,SKILL_LEVEL_UP
180107,7286919833,NORMAL,1.0,1.0,164178,SKILL_LEVEL_UP
180107,7286919833,NORMAL,7.0,3.0,167217,SKILL_LEVEL_UP
180107,7286919833,NORMAL,6.0,2.0,167885,SKILL_LEVEL_UP
240130,7286919833,NORMAL,2.0,1.0,185886,SKILL_LEVEL_UP
240130,7286919833,NORMAL,10.0,2.0,195104,SKILL_LEVEL_UP
240130,7286919833,NORMAL,9.0,2.0,196507,SKILL_LEVEL_UP
240130,7286919833,NORMAL,6.0,1.0,203054,SKILL_LEVEL_UP
240130,7286919833,NORMAL,5.0,3.0,208398,SKILL_LEVEL_UP
240130,7286919833,NORMAL,4.0,3.0,208999,SKILL_LEVEL_UP
240130,7286919833,NORMAL,8.0,1.0,211304,SKILL_LEVEL_UP
240130,7286919833,NORMAL,2.0,2.0,214811,SKILL_LEVEL_UP
240130,7286919833,NORMAL,1.0,2.0,223962,SKILL_LEVEL_UP
240130,7286919833,NORMAL,3.0,1.0,231146,SKILL_LEVEL_UP
300163,7286919833,NORMAL,4.0,1.0,251957,SKILL_LEVEL_UP
300163,7286919833,NORMAL,3.0,1.0,259317,SKILL_LEVEL_UP
300163,7286919833,NORMAL,1.0,1.0,275650,SKILL_LEVEL_UP
300163,7286919833,NORMAL,10.0,2.0,280093,SKILL_LEVEL_UP
300163,7286919833,NORMAL,7.0,1.0,292417,SKILL_LEVEL_UP
300163,7286919833,NORMAL,9.0,1.0,293820,SKILL_LEVEL_UP
300163,7286919833,NORMAL,8.0,1.0,298465,SKILL_LEVEL_UP
300163,7286919833,NORMAL,6.0,1.0,299935,SKILL_LEVEL_UP
360177,7286919833,NORMAL,6.0,4.0,336452,SKILL_LEVEL_UP
360177,7286919833,NORMAL,2.0,1.0,348754,SKILL_LEVEL_UP
360177,7286919833,NORMAL,3.0,4.0,350023,SKILL_LEVEL_UP
360177,7286919833,NORMAL,8.0,4.0,351293,SKILL_LEVEL_UP
360177,7286919833,NORMAL,4.0,1.0,357038,SKILL_LEVEL_UP
360177,7286919833,NORMAL,5.0,2.0,358607,SKILL_LEVEL_UP
420206,7286919833,NORMAL,1.0,4.0,369899,SKILL_LEVEL_UP
420206,7286919833,NORMAL,9.0,1.0,375677,SKILL_LEVEL_UP
420206,7286919833,NORMAL,7.0,1.0,404501,SKILL_LEVEL_UP
480229,7286919833,NORMAL,6.0,1.0,426519,SKILL_LEVEL_UP
480229,7286919833,NORMAL,2.0,4.0,441381,SKILL_LEVEL_UP
480229,7286919833,NORMAL,3.0,1.0,447360,SKILL_LEVEL_UP
480229,7286919833,NORMAL,9.0,4.0,451703,SKILL_LEVEL_UP
480229,7286919833,NORMAL,8.0,1.0,455077,SKILL_LEVEL_UP
480229,7286919833,NORMAL,1.0,1.0,455978,SKILL_LEVEL_UP
540234,7286919833,NORMAL,4.0,4.0,497231,SKILL_LEVEL_UP
540234,7286919833,NORMAL,5.0,2.0,500838,SKILL_LEVEL_UP
540234,7286919833,NORMAL,6.0,2.0,503611,SKILL_LEVEL_UP
540234,7286919833,NORMAL,10.0,2.0,510392,SKILL_LEVEL_UP
540234,7286919833,NORMAL,9.0,1.0,523755,SKILL_LEVEL_UP
540234,7286919833,NORMAL,3.0,3.0,532144,SKILL_LEVEL_UP
540234,7286919833,NORMAL,1.0,3.0,539224,SKILL_LEVEL_UP
600259,7286919833,NORMAL,7.0,4.0,542004,SKILL_LEVEL_UP
600259,7286919833,NORMAL,2.0,1.0,544041,SKILL_LEVEL_UP
600259,7286919833,NORMAL,4.0,1.0,579518,SKILL_LEVEL_UP
600259,7286919833,NORMAL,8.0,2.0,579585,SKILL_LEVEL_UP
660265,7286919833,NORMAL,3.0,1.0,611690,SKILL_LEVEL_UP
660265,7286919833,NORMAL,7.0,1.0,612659,SKILL_LEVEL_UP
660265,7286919833,NORMAL,1.0,1.0,614629,SKILL_LEVEL_UP
660265,7286919833,NORMAL,5.0,4.0,624348,SKILL_LEVEL_UP
660265,7286919833,NORMAL,6.0,1.0,630900,SKILL_LEVEL_UP
660265,7286919833,NORMAL,2.0,3.0,636879,SKILL_LEVEL_UP
660265,7286919833,NORMAL,10.0,4.0,638014,SKILL_LEVEL_UP
660265,7286919833,NORMAL,9.0,3.0,639050,SKILL_LEVEL_UP
720279,7286919833,NORMAL,4.0,2.0,677866,SKILL_LEVEL_UP
720279,7286919833,NORMAL,8.0,1.0,697788,SKILL_LEVEL_UP
720279,7286919833,NORMAL,3.0,3.0,705643,SKILL_LEVEL_UP
780286,7286919833,NORMAL,6.0,2.0,723285,SKILL_LEVEL_UP
780286,7286919833,NORMAL,1.0,3.0,740199,SKILL_LEVEL_UP
780286,7286919833,EVOLVE,4.0,1.0,749192,SKILL_LEVEL_UP
780286,7286919833,NORMAL,5.0,2.0,754102,SKILL_LEVEL_UP
780286,7286919833,NORMAL,7.0,3.0,775692,SKILL_LEVEL_UP
840302,7286919833,NORMAL,4.0,1.0,785330,SKILL_LEVEL_UP
840302,7286919833,NORMAL,9.0,1.0,791045,SKILL_LEVEL_UP
840302,7286919833,NORMAL,6.0,4.0,797925,SKILL_LEVEL_UP
900306,7286919833,NORMAL,4.0,2.0,842506,SKILL_LEVEL_UP
900306,7286919833,NORMAL,2.0,1.0,848355,SKILL_LEVEL_UP
900306,7286919833,NORMAL,10.0,2.0,849324,SKILL_LEVEL_UP
900306,7286919833,NORMAL,1.0,4.0,868307,SKILL_LEVEL_UP
900306,7286919833,NORMAL,3.0,4.0,870988,SKILL_LEVEL_UP
900306,7286919833,NORMAL,10.0,3.0,874595,SKILL_LEVEL_UP
900306,7286919833,NORMAL,8.0,2.0,886130,SKILL_LEVEL_UP
960333,7286919833,NORMAL,2.0,3.0,905316,SKILL_LEVEL_UP
960333,7286919833,NORMAL,7.0,1.0,908996,SKILL_LEVEL_UP
960333,7286919833,NORMAL,9.0,3.0,914875,SKILL_LEVEL_UP
960333,7286919833,NORMAL,6.0,2.0,937635,SKILL_LEVEL_UP
1020350,7286919833,NORMAL,3.0,3.0,970254,SKILL_LEVEL_UP
1020350,7286919833,NORMAL,1.0,3.0,973494,SKILL_LEVEL_UP
1020350,7286919833,NORMAL,2.0,4.0,985523,SKILL_LEVEL_UP
1020350,7286919833,NORMAL,8.0,4.0,997714,SKILL_LEVEL_UP
1020350,7286919833,NORMAL,7.0,3.0,1009071,SKILL_LEVEL_UP
1080381,7286919833,NORMAL,5.0,1.0,1021552,SKILL_LEVEL_UP
1080381,7286919833,NORMAL,4.0,4.0,1043051,SKILL_LEVEL_UP
1080381,7286919833,NORMAL,10.0,2.0,1069942,SKILL_LEVEL_UP
1080381,7286919833,NORMAL,9.0,4.0,1070877,SKILL_LEVEL_UP
1080381,7286919833,NORMAL,6.0,2.0,1075404,SKILL_LEVEL_UP
1140402,7286919833,NORMAL,3.0,3.0,1080815,SKILL_LEVEL_UP
1140402,7286919833,NORMAL,1.0,3.0,1082685,SKILL_LEVEL_UP
1140402,7286919833,NORMAL,8.0,2.0,1133549,SKILL_LEVEL_UP
1200405,7286919833,NORMAL,2.0,2.0,1142272,SKILL_LEVEL_UP
1200405,7286919833,NORMAL,7.0,4.0,1145178,SKILL_LEVEL_UP
1200405,7286919833,NORMAL,9.0,3.0,1177234,SKILL_LEVEL_UP
1260427,7286919833,NORMAL,1.0,2.0,1208561,SKILL_LEVEL_UP
1260427,7286919833,NORMAL,4.0,2.0,1230579,SKILL_LEVEL_UP
1260427,7286919833,NORMAL,3.0,2.0,1232283,SKILL_LEVEL_UP
1260427,7286919833,EVOLVE,4.0,3.0,1244443,SKILL_LEVEL_UP
1260427,7286919833,NORMAL,6.0,3.0,1248785,SKILL_LEVEL_UP
1320442,7286919833,NORMAL,2.0,2.0,1261195,SKILL_LEVEL_UP
1320442,7286919833,NORMAL,5.0,2.0,1266306,SKILL_LEVEL_UP
1320442,7286919833,NORMAL,7.0,3.0,1285069,SKILL_LEVEL_UP
1320442,7286919833,NORMAL,1.0,2.0,1293762,SKILL_LEVEL_UP
1320442,7286919833,NORMAL,9.0,3.0,1317765,SKILL_LEVEL_UP
1380470,7286919833,NORMAL,10.0,3.0,1323148,SKILL_LEVEL_UP
1380470,7286919833,NORMAL,5.0,1.0,1355502,SKILL_LEVEL_UP
1380470,7286919833,NORMAL,4.0,2.0,1356471,SKILL_LEVEL_UP
1380470,7286919833,NORMAL,2.0,3.0,1358308,SKILL_LEVEL_UP
1380470,7286919833,NORMAL,3.0,2.0,1364487,SKILL_LEVEL_UP
1440475,7286919833,NORMAL,8.0,2.0,1417913,SKILL_LEVEL_UP
1440475,7286919833,NORMAL,1.0,4.0,1421554,SKILL_LEVEL_UP
1500477,7286919833,NORMAL,5.0,4.0,1440675,SKILL_LEVEL_UP
1500477,7286919833,NORMAL,4.0,3.0,1444117,SKILL_LEVEL_UP
1500477,7286919833,NORMAL,2.0,3.0,1457849,SKILL_LEVEL_UP
1500477,7286919833,NORMAL,6.0,3.0,1461538,SKILL_LEVEL_UP
1500477,7286919833,EVOLVE,4.0,2.0,1481011,SKILL_LEVEL_UP
1557593,7286919833,NORMAL,3.0,4.0,1524759,SKILL_LEVEL_UP
1557593,7286919833,NORMAL,1.0,2.0,1526778,SKILL_LEVEL_UP
1557593,7286919833,NORMAL,10.0,4.0,1537772,SKILL_LEVEL_UP
1557593,7286919833,NORMAL,2.0,4.0,1538807,SKILL_LEVEL_UP
1557593,7286919833,NORMAL,4.0,3.0,1539141,SKILL_LEVEL_UP
120018,7279007354,NORMAL,5.0,3.0,72989,SKILL_LEVEL_UP
120018,7279007354,NORMAL,2.0,2.0,76997,SKILL_LEVEL_UP
120018,7279007354,NORMAL,6.0,1.0,78167,SKILL_LEVEL_UP
120018,7279007354,NORMAL,1.0,1.0,89022,SKILL_LEVEL_UP
120018,7279007354,NORMAL,8.0,1.0,93932,SKILL_LEVEL_UP
120018,7279007354,NORMAL,4.0,1.0,94833,SKILL_LEVEL_UP
120018,7279007354,NORMAL,9.0,1.0,96102,SKILL_LEVEL_UP
120018,7279007354,NORMAL,7.0,1.0,98073,SKILL_LEVEL_UP
120018,7279007354,NORMAL,2.0,1.0,106323,SKILL_LEVEL_UP
120018,7279007354,NORMAL,10.0,1.0,111669,SKILL_LEVEL_UP
180100,7279007354,NORMAL,7.0,3.0,124461,SKILL_LEVEL_UP
180100,7279007354,NORMAL,5.0,2.0,124862,SKILL_LEVEL_UP
180100,7279007354,NORMAL,8.0,2.0,127033,SKILL_LEVEL_UP
180100,7279007354,NORMAL,4.0,2.0,127333,SKILL_LEVEL_UP
180100,7279007354,NORMAL,1.0,3.0,129705,SKILL_LEVEL_UP
180100,7279007354,NORMAL,6.0,3.0,132350,SKILL_LEVEL_UP
180100,7279007354,NORMAL,10.0,2.0,138328,SKILL_LEVEL_UP
180100,7279007354,NORMAL,9.0,2.0,143271,SKILL_LEVEL_UP
180100,7279007354,NORMAL,2.0,3.0,149116,SKILL_LEVEL_UP
180100,7279007354,NORMAL,3.0,1.0,157233,SKILL_LEVEL_UP
180100,7279007354,NORMAL,6.0,1.0,157366,SKILL_LEVEL_UP
180100,7279007354,NORMAL,5.0,1.0,158101,SKILL_LEVEL_UP
180100,7279007354,NORMAL,8.0,1.0,160473,SKILL_LEVEL_UP
180100,7279007354,NORMAL,7.0,2.0,166718,SKILL_LEVEL_UP
180100,7279007354,NORMAL,3.0,2.0,175502,SKILL_LEVEL_UP
240124,7279007354,NORMAL,1.0,2.0,187014,SKILL_LEVEL_UP
240124,7279007354,NORMAL,10.0,3.0,187448,SKILL_LEVEL_UP
240124,7279007354,NORMAL,6.0,2.0,188016,SKILL_LEVEL_UP
240124,7279007354,NORMAL,9.0,1.0,188116,SKILL_LEVEL_UP
240124,7279007354,NORMAL,4.0,3.0,192570,SKILL_LEVEL_UP
240124,7279007354,NORMAL,5.0,3.0,196545,SKILL_LEVEL_UP
240124,7279007354,NORMAL,8.0,3.0,200052,SKILL_LEVEL_UP
240124,7279007354,NORMAL,2.0,3.0,220201,SKILL_LEVEL_UP
240124,7279007354,NORMAL,7.0,1.0,221779,SKILL_LEVEL_UP
240124,7279007354,NORMAL,1.0,1.0,229661,SKILL_LEVEL_UP
300129,7279007354,NORMAL,4.0,1.0,241400,SKILL_LEVEL_UP
300129,7279007354,NORMAL,3.0,3.0,251119,SKILL_LEVEL_UP
300129,7279007354,NORMAL,6.0,1.0,255899,SKILL_LEVEL_UP
300129,7279007354,NORMAL,8.0,1.0,263214,SKILL_LEVEL_UP
300129,7279007354,NORMAL,5.0,3.0,266730,SKILL_LEVEL_UP
300129,7279007354,NORMAL,9.0,3.0,279391,SKILL_LEVEL_UP
300129,7279007354,NORMAL,10.0,1.0,287208,SKILL_LEVEL_UP
360134,7279007354,NORMAL,1.0,1.0,300297,SKILL_LEVEL_UP
