frame_timestamp,game_id,killer_id,timestamp,type,ward_type
660207,7586955442,6.0,602810,WARD_KILL,CONTROL_WARD
660207,7586955442,10.0,605716,WARD_KILL,YELLOW_TRINKET
660207,7586955442,7.0,635392,WARD_KILL,YELLOW_TRINKET
660207,7586955442,5.0,651708,WARD_KILL,YELLOW_TRINKET
720232,7586955442,5.0,695434,WARD_KILL,CONTROL_WARD
720232,7586955442,7.0,719631,WARD_KILL,CONTROL_WARD
780262,7586955442,5.0,736001,WARD_KILL,CONTROL_WARD
780262,7586955442,6.0,751618,WARD_KILL,CONTROL_WARD
780262,7586955442,10.0,776047,WARD_KILL,SIGHT_WARD
840280,7586955442,5.0,825440,WARD_KILL,CONTROL_WARD
840280,7586955442,5.0,830527,WARD_KILL,SIGHT_WARD
900291,7586955442,8.0,852637,WARD_KILL,CONTROL_WARD
900291,7586955442,7.0,856712,WARD_KILL,SIGHT_WARD
900291,7586955442,10.0,868449,WARD_KILL,CONTROL_WARD
900291,7586955442,5.0,893466,WARD_KILL,CONTROL_WARD
900291,7586955442,3.0,894134,WARD_KILL,CONTROL_WARD
1020356,7586955442,5.0,992016,WARD_KILL,SIGHT_WARD
1020356,7586955442,5.0,998261,WARD_KILL,SIGHT_WARD
1020356,7586955442,9.0,1005781,WARD_KILL,SIGHT_WARD
1080388,7586955442,8.0,1042701,WARD_KILL,BLUE_TRINKET
1080388,7586955442,10.0,1047344,WARD_KILL,SIGHT_WARD
1080388,7586955442,7.0,1071420,WARD_KILL,YELLOW_TRINKET
1080388,7586955442,2.0,1072923,WARD_KILL,CONTROL_WARD
300157,7586443327,10.0,279917,WARD_KILL,YELLOW_TRINKET
360159,7586443327,3.0,304499,WARD_KILL,YELLOW_TRINKET
360159,7586443327,10.0,343922,WARD_KILL,CONTROL_WARD
420181,7586443327,5.0,399150,WARD_KILL,YELLOW_TRINKET
480191,7586443327,8.0,472086,WARD_KILL,YELLOW_TRINKET
480191,7586443327,8.0,475248,WARD_KILL,YELLOW_TRINKET
540216,7586443327,8.0,488273,WARD_KILL,CONTROL_WARD
540216,7586443327,10.0,515933,WARD_KILL,CONTROL_WARD
600235,7586443327,5.0,545593,WARD_KILL,CONTROL_WARD
600235,7586443327,10.0,562894,WARD_KILL,CONTROL_WARD
600235,7586443327,10.0,570852,WARD_KILL,YELLOW_TRINKET
660268,7586443327,10.0,615072,WARD_KILL,YELLOW_TRINKET
660268,7586443327,4.0,626862,WARD_KILL,SIGHT_WARD
660268,7586443327,5.0,631889,WARD_KILL,YELLOW_TRINKET
720276,7586443327,8.0,682221,WARD_KILL,CONTROL_WARD
720276,7586443327,9.0,691541,WARD_KILL,SIGHT_WARD
720276,7586443327,10.0,702663,WARD_KILL,CONTROL_WARD
780284,7586443327,10.0,768175,WARD_KILL,YELLOW_TRINKET
840305,7586443327,9.0,802752,WARD_KILL,CONTROL_WARD
900329,7586443327,5.0,841123,WARD_KILL,SIGHT_WARD
900329,7586443327,10.0,863155,WARD_KILL,SIGHT_WARD
900329,7586443327,5.0,892706,WARD_KILL,SIGHT_WARD
900329,7586443327,5.0,894042,WARD_KILL,YELLOW_TRINKET
960350,7586443327,10.0,904838,WARD_KILL,YELLOW_TRINKET
960350,7586443327,10.0,960350,WARD_KILL,YELLOW_TRINKET
1020365,7586443327,10.0,969661,WARD_KILL,CONTROL_WARD
1020365,7586443327,9.0,978858,WARD_KILL,YELLOW_TRINKET
1020365,7586443327,9.0,1004658,WARD_KILL,SIGHT_WARD
1020365,7586443327,4.0,1011972,WARD_KILL,CONTROL_WARD
1080392,7586443327,8.0,1024039,WARD_KILL,CONTROL_WARD
1080392,7586443327,4.0,1029884,WARD_KILL,YELLOW_TRINKET
1080392,7586443327,4.0,1033747,WARD_KILL,SIGHT_WARD
1080392,7586443327,10.0,1034381,WARD_KILL,SIGHT_WARD
1140409,7586443327,8.0,1109019,WARD_KILL,CONTROL_WARD
1140409,7586443327,9.0,1131012,WARD_KILL,SIGHT_WARD
1140409,7586443327,4.0,1137191,WARD_KILL,CONTROL_WARD
1200419,7586443327,3.0,1145419,WARD_KILL,SIGHT_WARD
1200419,7586443327,10.0,1152085,WARD_KILL,SIGHT_WARD
1200419,7586443327,3.0,1152720,WARD_KILL,SIGHT_WARD
1200419,7586443327,4.0,1162206,WARD_KILL,YELLOW_TRINKET
1200419,7586443327,3.0,1164225,WARD_KILL,SIGHT_WARD
1260448,7586443327,1.0,1216656,WARD_KILL,SIGHT_WARD
1260448,7586443327,8.0,1220096,WARD_KILL,CONTROL_WARD
1260448,7586443327,8.0,1238286,WARD_KILL,CONTROL_WARD
1260448,7586443327,6.0,1247746,WARD_KILL,BLUE_TRINKET
1320459,7586443327,2.0,1274132,WARD_KILL,CONTROL_WARD
1380477,7586443327,7.0,1327874,WARD_KILL,CONTROL_WARD
1380477,7586443327,8.0,1329812,WARD_KILL,CONTROL_WARD
1440497,7586443327,2.0,1433382,WARD_KILL,SIGHT_WARD
1500523,7586443327,8.0,1447523,WARD_KILL,CONTROL_WARD
1500523,7586443327,9.0,1466994,WARD_KILL,SIGHT_WARD
1500523,7586443327,6.0,1467662,WARD_KILL,CONTROL_WARD
1500523,7586443327,9.0,1471837,WARD_KILL,YELLOW_TRINKET
1500523,7586443327,9.0,1479189,WARD_KILL,SIGHT_WARD
60005,7586522019,5.0,54394,WARD_KILL,YELLOW_TRINKET
300142,7586522019,4.0,254531,WARD_KILL,YELLOW_TRINKET
300142,7586522019,10.0,277404,WARD_KILL,CONTROL_WARD
480204,7586522019,10.0,475662,WARD_KILL,YELLOW_TRINKET
540206,7586522019,2.0,522359,WARD_KILL,CONTROL_WARD
600215,7586522019,5.0,550570,WARD_KILL,SIGHT_WARD
600215,7586522019,9.0,557464,WARD_KILL,YELLOW_TRINKET
600215,7586522019,10.0,599380,WARD_KILL,SIGHT_WARD
660221,7586522019,8.0,617030,WARD_KILL,CONTROL_WARD
720239,7586522019,4.0,699623,WARD_KILL,YELLOW_TRINKET
720239,7586522019,5.0,704173,WARD_KILL,CONTROL_WARD
720239,7586522019,10.0,710987,WARD_KILL,SIGHT_WARD
780261,7586522019,2.0,756968,WARD_KILL,SIGHT_WARD
938423,7586522019,7.0,924946,WARD_KILL,CONTROL_WARD
120050,7587543066,9.0,116844,WARD_KILL,YELLOW_TRINKET
240126,7587543066,7.0,231242,WARD_KILL,CONTROL_WARD
300158,7587543066,10.0,258261,WARD_KILL,CONTROL_WARD
360175,7587543066,5.0,316356,WARD_KILL,CONTROL_WARD
480199,7587543066,6.0,430233,WARD_KILL,CONTROL_WARD
540209,7587543066,7.0,527918,WARD_KILL,CONTROL_WARD
600224,7587543066,2.0,561583,WARD_KILL,CONTROL_WARD
660242,7587543066,5.0,621444,WARD_KILL,SIGHT_WARD
780281,7587543066,2.0,740538,WARD_KILL,SIGHT_WARD
780281,7587543066,2.0,754465,WARD_KILL,SIGHT_WARD
840282,7587543066,10.0,825050,WARD_KILL,SIGHT_WARD
840282,7587543066,10.0,839548,WARD_KILL,YELLOW_TRINKET
900311,7587543066,2.0,873757,WARD_KILL,CONTROL_WARD
900311,7587543066,3.0,875560,WARD_KILL,SIGHT_WARD
900311,7587543066,7.0,878299,WARD_KILL,CONTROL_WARD
900311,7587543066,3.0,879167,WARD_KILL,SIGHT_WARD
960341,7587543066,2.0,938097,WARD_KILL,CONTROL_WARD
960341,7587543066,6.0,943415,WARD_KILL,CONTROL_WARD
1020368,7587543066,5.0,968244,WARD_KILL,YELLOW_TRINKET
1020368,7587543066,9.0,978586,WARD_KILL,CONTROL_WARD
1020368,7587543066,9.0,991401,WARD_KILL,CONTROL_WARD
1080399,7587543066,7.0,1024676,WARD_KILL,SIGHT_WARD
1080399,7587543066,2.0,1039672,WARD_KILL,BLUE_TRINKET
1080399,7587543066,2.0,1046618,WARD_KILL,CONTROL_WARD
1140417,7587543066,10.0,1130334,WARD_KILL,CONTROL_WARD
1140417,7587543066,3.0,1130935,WARD_KILL,SIGHT_WARD
1140417,7587543066,3.0,1134075,WARD_KILL,CONTROL_WARD
1200443,7587543066,3.0,1144425,WARD_KILL,CONTROL_WARD
1200443,7587543066,10.0,1144725,WARD_KILL,SIGHT_WARD
1200443,7587543066,5.0,1159611,WARD_KILL,CONTROL_WARD
1200443,7587543066,8.0,1184240,WARD_KILL,CONTROL_WARD
1260458,7587543066,10.0,1211439,WARD_KILL,BLUE_TRINKET
1260458,7587543066,10.0,1221631,WARD_KILL,CONTROL_WARD
1260458,7587543066,10.0,1239682,WARD_KILL,CONTROL_WARD
1260458,7587543066,6.0,1251185,WARD_KILL,SIGHT_WARD
1260458,7587543066,5.0,1256362,WARD_KILL,SIGHT_WARD
1260458,7587543066,5.0,1259668,WARD_KILL,SIGHT_WARD
1380493,7587543066,2.0,1336418,WARD_KILL,YELLOW_TRINKET
1380493,7587543066,5.0,1345068,WARD_KILL,SIGHT_WARD
1380493,7587543066,6.0,1348675,WARD_KILL,CONTROL_WARD
1380493,7587543066,5.0,1354721,WARD_KILL,SIGHT_WARD
1380493,7587543066,8.0,1362779,WARD_KILL,BLUE_TRINKET
1380493,7587543066,9.0,1365719,WARD_KILL,CONTROL_WARD
1500548,7587543066,10.0,1455897,WARD_KILL,SIGHT_WARD
1500548,7587543066,5.0,1459938,WARD_KILL,SIGHT_WARD
1500548,7587543066,2.0,1460373,WARD_KILL,SIGHT_WARD
1500548,7587543066,5.0,1463846,WARD_KILL,SIGHT_WARD
1500548,7587543066,6.0,1485471,WARD_KILL,CONTROL_WARD
1500548,7587543066,5.0,1487509,WARD_KILL,SIGHT_WARD
