after_id,before_id,frame_timestamp,game_id,gold_gain,participant_id,timestamp,type
0.0,3111.0,780338,7587211379,950.0,2.0,746051,ITEM_UNDO
3363.0,0.0,780338,7587211379,0.0,9.0,778552,ITEM_UNDO
0.0,1029.0,780338,7587211379,300.0,9.0,778986,ITEM_UNDO
0.0,1028.0,960381,7587211379,400.0,10.0,930079,ITEM_UNDO
0.0,3009.0,960381,7587211379,700.0,6.0,942483,ITEM_UNDO
2031.0,0.0,960381,7587211379,-60.0,6.0,942617,ITEM_UNDO
0.0,6701.0,1020397,7587211379,475.0,3.0,984485,ITEM_UNDO
0.0,3147.0,1140441,7587211379,500.0,1.0,1093171,ITEM_UNDO
0.0,2055.0,1200444,7587211379,75.0,4.0,1157847,ITEM_UNDO
0.0,1018.0,1200444,7587211379,600.0,4.0,1157948,ITEM_UNDO
0.0,1037.0,1320467,7587211379,875.0,7.0,1283222,ITEM_UNDO
0.0,3158.0,1380481,7587211379,600.0,9.0,1359343,ITEM_UNDO
0.0,6670.0,1620548,7587211379,700.0,4.0,1590341,ITEM_UNDO
0.0,1056.0,60032,7587645401,400.0,10.0,30775,ITEM_UNDO
0.0,2022.0,480265,7587645401,250.0,5.0,456795,ITEM_UNDO
0.0,3113.0,480265,7587645401,500.0,5.0,456895,ITEM_UNDO
0.0,4642.0,780359,7587645401,250.0,5.0,747025,ITEM_UNDO
0.0,2055.0,1380487,7587645401,75.0,1.0,1358683,ITEM_UNDO
0.0,3082.0,1380487,7587645401,1000.0,1.0,1361737,ITEM_UNDO
0.0,1028.0,1380487,7587645401,400.0,1.0,1363374,ITEM_UNDO
0.0,1028.0,1740585,7587645401,400.0,8.0,1737494,ITEM_UNDO
2055.0,0.0,1860613,7587645401,-30.0,4.0,1815411,ITEM_UNDO
0.0,3211.0,2040651,7587645401,1250.0,1.0,2039416,ITEM_UNDO
0.0,1052.0,540205,7587342695,400.0,8.0,522415,ITEM_UNDO
0.0,3134.0,660226,7587342695,300.0,4.0,602816,ITEM_UNDO
0.0,1042.0,660226,7587342695,250.0,9.0,620297,ITEM_UNDO
0.0,2055.0,660226,7587342695,75.0,8.0,623586,ITEM_UNDO
