feat_type,feat_value,frame_timestamp,game_id,team_id,timestamp,type
2.0,1.0,720322,7587211379,200.0,672674,FEAT_UPDATE
1.0,1.0,900373,7587211379,100.0,886830,FEAT_UPDATE
1.0,1001.0,900373,7587211379,200.0,886830,FEAT_UPDATE
2.0,2.0,1020397,7587211379,200.0,991458,FEAT_UPDATE
2.0,1.0,1080420,7587211379,100.0,1076546,FEAT_UPDATE
2.0,2.0,1320467,7587211379,100.0,1296870,FEAT_UPDATE
2.0,3.0,1320467,7587211379,200.0,1319432,FEAT_UPDATE
2.0,1001.0,1320467,7587211379,100.0,1319432,FEAT_UPDATE
0.0,1.0,180169,7587645401,100.0,132520,FEAT_UPDATE
0.0,1.0,240191,7587645401,200.0,231974,FEAT_UPDATE
0.0,2.0,300221,7587645401,100.0,240614,FEAT_UPDATE
0.0,2.0,300221,7587645401,200.0,243018,FEAT_UPDATE
0.0,3.0,300221,7587645401,200.0,261153,FEAT_UPDATE
0.0,1001.0,300221,7587645401,100.0,261153,FEAT_UPDATE
2.0,1.0,420240,7587645401,100.0,409923,FEAT_UPDATE
2.0,1.0,600286,7587645401,200.0,551095,FEAT_UPDATE
2.0,2.0,720332,7587645401,100.0,681391,FEAT_UPDATE
1.0,1.0,780359,7587645401,100.0,720732,FEAT_UPDATE
1.0,1001.0,780359,7587645401,200.0,720732,FEAT_UPDATE
2.0,3.0,900394,7587645401,100.0,889673,FEAT_UPDATE
2.0,1001.0,900394,7587645401,200.0,889673,FEAT_UPDATE
0.0,1.0,180042,7587342695,200.0,152575,FEAT_UPDATE
0.0,2.0,360129,7587342695,200.0,301705,FEAT_UPDATE
0.0,1.0,360129,7587342695,100.0,302273,FEAT_UPDATE
0.0,2.0,420152,7587342695,100.0,369381,FEAT_UPDATE
0.0,3.0,420152,7587342695,100.0,375994,FEAT_UPDATE
0.0,1001.0,420152,7587342695,200.0,375994,FEAT_UPDATE
2.0,1.0,480180,7587342695,100.0,420219,FEAT_UPDATE
2.0,2.0,600211,7587342695,100.0,571442,FEAT_UPDATE
2.0,3.0,720238,7587342695,100.0,699234,FEAT_UPDATE
2.0,1001.0,720238,7587342695,200.0,699234,FEAT_UPDATE
0.0,1.0,180033,7587049610,200.0,139400,FEAT_UPDATE
0.0,2.0,180033,7587049610,200.0,169246,FEAT_UPDATE
0.0,3.0,360147,7587049610,200.0,309127,FEAT_UPDATE
0.0,1001.0,360147,7587049610,100.0,309127,FEAT_UPDATE
2.0,1.0,420180,7587049610,100.0,402485,FEAT_UPDATE
2.0,1.0,600216,7587049610,200.0,561785,FEAT_UPDATE
2.0,2.0,720263,7587049610,200.0,693753,FEAT_UPDATE
1.0,1.0,900307,7587049610,100.0,851911,FEAT_UPDATE
1.0,1001.0,900307,7587049610,200.0,851911,FEAT_UPDATE
2.0,3.0,900307,7587049610,200.0,885855,FEAT_UPDATE
2.0,1001.0,900307,7587049610,100.0,885855,FEAT_UPDATE
0.0,1.0,60018,7587199859,100.0,51367,FEAT_UPDATE
0.0,1.0,240128,7587199859,200.0,213886,FEAT_UPDATE
0.0,2.0,240128,7587199859,200.0,231326,FEAT_UPDATE
0.0,2.0,300156,7587199859,100.0,284534,FEAT_UPDATE
0.0,3.0,300156,7587199859,200.0,293586,FEAT_UPDATE
0.0,1001.0,300156,7587199859,100.0,293586,FEAT_UPDATE
2.0,1.0,420197,7587199859,200.0,411142,FEAT_UPDATE
2.0,2.0,720267,7587199859,200.0,691467,FEAT_UPDATE
1.0,1.0,720267,7587199859,200.0,691500,FEAT_UPDATE
1.0,1001.0,720267,7587199859,100.0,691500,FEAT_UPDATE
0.0,1.0,180125,7587315552,200.0,177620,FEAT_UPDATE
0.0,2.0,240143,7587315552,200.0,206311,FEAT_UPDATE
0.0,1.0,360184,7587315552,100.0,321298,FEAT_UPDATE
0.0,3.0,360184,7587315552,200.0,329915,FEAT_UPDATE
0.0,1001.0,360184,7587315552,100.0,329915,FEAT_UPDATE
2.0,1.0,540255,7587315552,200.0,504529,FEAT_UPDATE
2.0,2.0,720317,7587315552,200.0,680880,FEAT_UPDATE
2.0,3.0,840377,7587315552,200.0,828614,FEAT_UPDATE
2.0,1001.0,840377,7587315552,100.0,828614,FEAT_UPDATE
0.0,1.0,240047,7587207804,200.0,202673,FEAT_UPDATE
0.0,1.0,240047,7587207804,100.0,209654,FEAT_UPDATE
0.0,2.0,240047,7587207804,200.0,222613,FEAT_UPDATE
0.0,2.0,240047,7587207804,100.0,238477,FEAT_UPDATE
0.0,3.0,300123,7587207804,100.0,265798,FEAT_UPDATE
0.0,1001.0,300123,7587207804,200.0,265798,FEAT_UPDATE
2.0,1.0,420148,7587207804,100.0,394172,FEAT_UPDATE
2.0,1.0,420148,7587207804,200.0,405729,FEAT_UPDATE
1.0,1.0,720243,7587207804,100.0,706624,FEAT_UPDATE
1.0,1001.0,720243,7587207804,200.0,706624,FEAT_UPDATE
0.0,1.0,240084,7587382404,200.0,232001,FEAT_UPDATE
0.0,2.0,240084,7587382404,200.0,237479,FEAT_UPDATE
0.0,3.0,300154,7587382404,200.0,241019,FEAT_UPDATE
0.0,1001.0,300154,7587382404,100.0,241019,FEAT_UPDATE
2.0,1.0,480186,7587382404,100.0,471197,FEAT_UPDATE
2.0,1.0,540196,7587382404,200.0,523258,FEAT_UPDATE
2.0,2.0,840261,7587382404,100.0,798979,FEAT_UPDATE
1.0,1.0,900264,7587382404,100.0,861683,FEAT_UPDATE
1.0,1001.0,900264,7587382404,200.0,861683,FEAT_UPDATE
2.0,3.0,900264,7587382404,100.0,885964,FEAT_UPDATE
2.0,1001.0,900264,7587382404,200.0,885964,FEAT_UPDATE
