,puuid,lane_cs_per_min,jungle_cs_per_min,KDA,gold_per_min,xp_per_min,damage_per_min,damage_taken_per_min,ka_per_min,damage_efficiency,survivability,healthregen_per_min,offensive_score,defensive_score,magic_score,total_vamp,wards_placed_per_min,wards_killed_per_min
0,-356wHRenGKjOp5pBnrCzWJv7qFR5ypK9iMpB1S0J8doFXsxfHwXECJ_bWG0f57TpkVxUgYiRdb85Q,-1.03667277885904,1.466675781632297,0.41488766877052247,0.44937014115789686,0.20606513987294145,0.28635094723286203,0.6278205278159785,0.696176526128409,-0.26462087217197716,-0.16701687303749088,1.7153380169987291,0.14506698354482206,0.07662626116358949,0.0476715646094268,0.0,0.0,0.0
